artifact_key,class_id,detector_correct,fingerprint,model,rep,requested_pole,run_id,strip_level,task_id,trace_available,valid_artifact
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|bfs|5|format_normalized,D,true,0222984747bf3fc7622d6572a6260920ac99ce1f773e958ae4337e2e46504228,ollama__qwen3-coder__30b,5,bfs,core_v2_generalization_local_bfs_dfs_001,format_normalized,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|dfs|1|raw,D,true,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama__qwen3-coder__30b,1,dfs,core_v2_generalization_local_bfs_dfs_001,raw,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|dfs|1|no_comments,D,true,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama__qwen3-coder__30b,1,dfs,core_v2_generalization_local_bfs_dfs_001,no_comments,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|dfs|1|renamed,D,true,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama__qwen3-coder__30b,1,dfs,core_v2_generalization_local_bfs_dfs_001,renamed,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|dfs|1|no_imports,D,true,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama__qwen3-coder__30b,1,dfs,core_v2_generalization_local_bfs_dfs_001,no_imports,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|dfs|1|format_normalized,D,true,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama__qwen3-coder__30b,1,dfs,core_v2_generalization_local_bfs_dfs_001,format_normalized,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|dfs|2|raw,D,true,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama__qwen3-coder__30b,2,dfs,core_v2_generalization_local_bfs_dfs_001,raw,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|dfs|2|no_comments,D,true,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama__qwen3-coder__30b,2,dfs,core_v2_generalization_local_bfs_dfs_001,no_comments,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|dfs|2|renamed,D,true,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama__qwen3-coder__30b,2,dfs,core_v2_generalization_local_bfs_dfs_001,renamed,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|dfs|2|no_imports,D,true,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama__qwen3-coder__30b,2,dfs,core_v2_generalization_local_bfs_dfs_001,no_imports,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|dfs|2|format_normalized,D,true,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama__qwen3-coder__30b,2,dfs,core_v2_generalization_local_bfs_dfs_001,format_normalized,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|dfs|3|raw,D,true,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama__qwen3-coder__30b,3,dfs,core_v2_generalization_local_bfs_dfs_001,raw,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|dfs|3|no_comments,D,true,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama__qwen3-coder__30b,3,dfs,core_v2_generalization_local_bfs_dfs_001,no_comments,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|dfs|3|renamed,D,true,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama__qwen3-coder__30b,3,dfs,core_v2_generalization_local_bfs_dfs_001,renamed,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|dfs|3|no_imports,D,true,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama__qwen3-coder__30b,3,dfs,core_v2_generalization_local_bfs_dfs_001,no_imports,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|dfs|3|format_normalized,D,true,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama__qwen3-coder__30b,3,dfs,core_v2_generalization_local_bfs_dfs_001,format_normalized,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|dfs|4|raw,D,true,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama__qwen3-coder__30b,4,dfs,core_v2_generalization_local_bfs_dfs_001,raw,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|dfs|4|no_comments,D,true,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama__qwen3-coder__30b,4,dfs,core_v2_generalization_local_bfs_dfs_001,no_comments,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|dfs|4|renamed,D,true,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama__qwen3-coder__30b,4,dfs,core_v2_generalization_local_bfs_dfs_001,renamed,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|dfs|4|no_imports,D,true,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama__qwen3-coder__30b,4,dfs,core_v2_generalization_local_bfs_dfs_001,no_imports,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|dfs|4|format_normalized,D,true,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama__qwen3-coder__30b,4,dfs,core_v2_generalization_local_bfs_dfs_001,format_normalized,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|dfs|5|raw,D,true,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama__qwen3-coder__30b,5,dfs,core_v2_generalization_local_bfs_dfs_001,raw,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|dfs|5|no_comments,D,true,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama__qwen3-coder__30b,5,dfs,core_v2_generalization_local_bfs_dfs_001,no_comments,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|dfs|5|renamed,D,true,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama__qwen3-coder__30b,5,dfs,core_v2_generalization_local_bfs_dfs_001,renamed,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|dfs|5|no_imports,D,true,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama__qwen3-coder__30b,5,dfs,core_v2_generalization_local_bfs_dfs_001,no_imports,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_1|dfs|5|format_normalized,D,true,99e3a82bcc9f48984bd058e8a75e0a173932db4947fd172aac7a316120bc83cd,ollama__qwen3-coder__30b,5,dfs,core_v2_generalization_local_bfs_dfs_001,format_normalized,branching_1,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|bfs|1|raw,D,true,41c42b8868ff60281d01c0d89f22ae29b84ce15f36537985e391663707a46778,ollama__qwen3-coder__30b,1,bfs,core_v2_generalization_local_bfs_dfs_001,raw,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|bfs|1|no_comments,D,true,41c42b8868ff60281d01c0d89f22ae29b84ce15f36537985e391663707a46778,ollama__qwen3-coder__30b,1,bfs,core_v2_generalization_local_bfs_dfs_001,no_comments,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|bfs|1|renamed,D,true,41c42b8868ff60281d01c0d89f22ae29b84ce15f36537985e391663707a46778,ollama__qwen3-coder__30b,1,bfs,core_v2_generalization_local_bfs_dfs_001,renamed,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|bfs|1|no_imports,D,true,41c42b8868ff60281d01c0d89f22ae29b84ce15f36537985e391663707a46778,ollama__qwen3-coder__30b,1,bfs,core_v2_generalization_local_bfs_dfs_001,no_imports,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|bfs|1|format_normalized,D,true,41c42b8868ff60281d01c0d89f22ae29b84ce15f36537985e391663707a46778,ollama__qwen3-coder__30b,1,bfs,core_v2_generalization_local_bfs_dfs_001,format_normalized,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|bfs|2|raw,D,true,41c42b8868ff60281d01c0d89f22ae29b84ce15f36537985e391663707a46778,ollama__qwen3-coder__30b,2,bfs,core_v2_generalization_local_bfs_dfs_001,raw,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|bfs|2|no_comments,D,true,41c42b8868ff60281d01c0d89f22ae29b84ce15f36537985e391663707a46778,ollama__qwen3-coder__30b,2,bfs,core_v2_generalization_local_bfs_dfs_001,no_comments,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|bfs|2|renamed,D,true,41c42b8868ff60281d01c0d89f22ae29b84ce15f36537985e391663707a46778,ollama__qwen3-coder__30b,2,bfs,core_v2_generalization_local_bfs_dfs_001,renamed,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|bfs|2|no_imports,D,true,41c42b8868ff60281d01c0d89f22ae29b84ce15f36537985e391663707a46778,ollama__qwen3-coder__30b,2,bfs,core_v2_generalization_local_bfs_dfs_001,no_imports,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|bfs|2|format_normalized,D,true,41c42b8868ff60281d01c0d89f22ae29b84ce15f36537985e391663707a46778,ollama__qwen3-coder__30b,2,bfs,core_v2_generalization_local_bfs_dfs_001,format_normalized,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|bfs|3|raw,D,true,41c42b8868ff60281d01c0d89f22ae29b84ce15f36537985e391663707a46778,ollama__qwen3-coder__30b,3,bfs,core_v2_generalization_local_bfs_dfs_001,raw,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|bfs|3|no_comments,D,true,41c42b8868ff60281d01c0d89f22ae29b84ce15f36537985e391663707a46778,ollama__qwen3-coder__30b,3,bfs,core_v2_generalization_local_bfs_dfs_001,no_comments,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|bfs|3|renamed,D,true,41c42b8868ff60281d01c0d89f22ae29b84ce15f36537985e391663707a46778,ollama__qwen3-coder__30b,3,bfs,core_v2_generalization_local_bfs_dfs_001,renamed,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|bfs|3|no_imports,D,true,41c42b8868ff60281d01c0d89f22ae29b84ce15f36537985e391663707a46778,ollama__qwen3-coder__30b,3,bfs,core_v2_generalization_local_bfs_dfs_001,no_imports,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|bfs|3|format_normalized,D,true,41c42b8868ff60281d01c0d89f22ae29b84ce15f36537985e391663707a46778,ollama__qwen3-coder__30b,3,bfs,core_v2_generalization_local_bfs_dfs_001,format_normalized,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|bfs|4|raw,D,true,41c42b8868ff60281d01c0d89f22ae29b84ce15f36537985e391663707a46778,ollama__qwen3-coder__30b,4,bfs,core_v2_generalization_local_bfs_dfs_001,raw,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|bfs|4|no_comments,D,true,41c42b8868ff60281d01c0d89f22ae29b84ce15f36537985e391663707a46778,ollama__qwen3-coder__30b,4,bfs,core_v2_generalization_local_bfs_dfs_001,no_comments,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|bfs|4|renamed,D,true,41c42b8868ff60281d01c0d89f22ae29b84ce15f36537985e391663707a46778,ollama__qwen3-coder__30b,4,bfs,core_v2_generalization_local_bfs_dfs_001,renamed,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|bfs|4|no_imports,D,true,41c42b8868ff60281d01c0d89f22ae29b84ce15f36537985e391663707a46778,ollama__qwen3-coder__30b,4,bfs,core_v2_generalization_local_bfs_dfs_001,no_imports,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|bfs|4|format_normalized,D,true,41c42b8868ff60281d01c0d89f22ae29b84ce15f36537985e391663707a46778,ollama__qwen3-coder__30b,4,bfs,core_v2_generalization_local_bfs_dfs_001,format_normalized,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|bfs|5|raw,D,true,41c42b8868ff60281d01c0d89f22ae29b84ce15f36537985e391663707a46778,ollama__qwen3-coder__30b,5,bfs,core_v2_generalization_local_bfs_dfs_001,raw,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|bfs|5|no_comments,D,true,41c42b8868ff60281d01c0d89f22ae29b84ce15f36537985e391663707a46778,ollama__qwen3-coder__30b,5,bfs,core_v2_generalization_local_bfs_dfs_001,no_comments,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|bfs|5|renamed,D,true,41c42b8868ff60281d01c0d89f22ae29b84ce15f36537985e391663707a46778,ollama__qwen3-coder__30b,5,bfs,core_v2_generalization_local_bfs_dfs_001,renamed,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|bfs|5|no_imports,D,true,41c42b8868ff60281d01c0d89f22ae29b84ce15f36537985e391663707a46778,ollama__qwen3-coder__30b,5,bfs,core_v2_generalization_local_bfs_dfs_001,no_imports,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|bfs|5|format_normalized,D,true,41c42b8868ff60281d01c0d89f22ae29b84ce15f36537985e391663707a46778,ollama__qwen3-coder__30b,5,bfs,core_v2_generalization_local_bfs_dfs_001,format_normalized,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|dfs|1|raw,D,true,89bd7707c3c918e473ce478cf7af2e919e03a83d773dd237911149775e8c8701,ollama__qwen3-coder__30b,1,dfs,core_v2_generalization_local_bfs_dfs_001,raw,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|dfs|1|no_comments,D,true,89bd7707c3c918e473ce478cf7af2e919e03a83d773dd237911149775e8c8701,ollama__qwen3-coder__30b,1,dfs,core_v2_generalization_local_bfs_dfs_001,no_comments,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|dfs|1|renamed,D,true,89bd7707c3c918e473ce478cf7af2e919e03a83d773dd237911149775e8c8701,ollama__qwen3-coder__30b,1,dfs,core_v2_generalization_local_bfs_dfs_001,renamed,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|dfs|1|no_imports,D,true,89bd7707c3c918e473ce478cf7af2e919e03a83d773dd237911149775e8c8701,ollama__qwen3-coder__30b,1,dfs,core_v2_generalization_local_bfs_dfs_001,no_imports,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|dfs|1|format_normalized,D,true,89bd7707c3c918e473ce478cf7af2e919e03a83d773dd237911149775e8c8701,ollama__qwen3-coder__30b,1,dfs,core_v2_generalization_local_bfs_dfs_001,format_normalized,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|dfs|2|raw,D,true,89bd7707c3c918e473ce478cf7af2e919e03a83d773dd237911149775e8c8701,ollama__qwen3-coder__30b,2,dfs,core_v2_generalization_local_bfs_dfs_001,raw,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|dfs|2|no_comments,D,true,89bd7707c3c918e473ce478cf7af2e919e03a83d773dd237911149775e8c8701,ollama__qwen3-coder__30b,2,dfs,core_v2_generalization_local_bfs_dfs_001,no_comments,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|dfs|2|renamed,D,true,89bd7707c3c918e473ce478cf7af2e919e03a83d773dd237911149775e8c8701,ollama__qwen3-coder__30b,2,dfs,core_v2_generalization_local_bfs_dfs_001,renamed,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|dfs|2|no_imports,D,true,89bd7707c3c918e473ce478cf7af2e919e03a83d773dd237911149775e8c8701,ollama__qwen3-coder__30b,2,dfs,core_v2_generalization_local_bfs_dfs_001,no_imports,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|dfs|2|format_normalized,D,true,89bd7707c3c918e473ce478cf7af2e919e03a83d773dd237911149775e8c8701,ollama__qwen3-coder__30b,2,dfs,core_v2_generalization_local_bfs_dfs_001,format_normalized,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|dfs|3|raw,D,true,89bd7707c3c918e473ce478cf7af2e919e03a83d773dd237911149775e8c8701,ollama__qwen3-coder__30b,3,dfs,core_v2_generalization_local_bfs_dfs_001,raw,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|dfs|3|no_comments,D,true,89bd7707c3c918e473ce478cf7af2e919e03a83d773dd237911149775e8c8701,ollama__qwen3-coder__30b,3,dfs,core_v2_generalization_local_bfs_dfs_001,no_comments,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|dfs|3|renamed,D,true,89bd7707c3c918e473ce478cf7af2e919e03a83d773dd237911149775e8c8701,ollama__qwen3-coder__30b,3,dfs,core_v2_generalization_local_bfs_dfs_001,renamed,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|dfs|3|no_imports,D,true,89bd7707c3c918e473ce478cf7af2e919e03a83d773dd237911149775e8c8701,ollama__qwen3-coder__30b,3,dfs,core_v2_generalization_local_bfs_dfs_001,no_imports,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|dfs|3|format_normalized,D,true,89bd7707c3c918e473ce478cf7af2e919e03a83d773dd237911149775e8c8701,ollama__qwen3-coder__30b,3,dfs,core_v2_generalization_local_bfs_dfs_001,format_normalized,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|dfs|4|raw,D,true,89bd7707c3c918e473ce478cf7af2e919e03a83d773dd237911149775e8c8701,ollama__qwen3-coder__30b,4,dfs,core_v2_generalization_local_bfs_dfs_001,raw,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|dfs|4|no_comments,D,true,89bd7707c3c918e473ce478cf7af2e919e03a83d773dd237911149775e8c8701,ollama__qwen3-coder__30b,4,dfs,core_v2_generalization_local_bfs_dfs_001,no_comments,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|dfs|4|renamed,D,true,89bd7707c3c918e473ce478cf7af2e919e03a83d773dd237911149775e8c8701,ollama__qwen3-coder__30b,4,dfs,core_v2_generalization_local_bfs_dfs_001,renamed,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|dfs|4|no_imports,D,true,89bd7707c3c918e473ce478cf7af2e919e03a83d773dd237911149775e8c8701,ollama__qwen3-coder__30b,4,dfs,core_v2_generalization_local_bfs_dfs_001,no_imports,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|dfs|4|format_normalized,D,true,89bd7707c3c918e473ce478cf7af2e919e03a83d773dd237911149775e8c8701,ollama__qwen3-coder__30b,4,dfs,core_v2_generalization_local_bfs_dfs_001,format_normalized,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|dfs|5|raw,D,true,89bd7707c3c918e473ce478cf7af2e919e03a83d773dd237911149775e8c8701,ollama__qwen3-coder__30b,5,dfs,core_v2_generalization_local_bfs_dfs_001,raw,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|dfs|5|no_comments,D,true,89bd7707c3c918e473ce478cf7af2e919e03a83d773dd237911149775e8c8701,ollama__qwen3-coder__30b,5,dfs,core_v2_generalization_local_bfs_dfs_001,no_comments,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|dfs|5|renamed,D,true,89bd7707c3c918e473ce478cf7af2e919e03a83d773dd237911149775e8c8701,ollama__qwen3-coder__30b,5,dfs,core_v2_generalization_local_bfs_dfs_001,renamed,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|dfs|5|no_imports,D,true,89bd7707c3c918e473ce478cf7af2e919e03a83d773dd237911149775e8c8701,ollama__qwen3-coder__30b,5,dfs,core_v2_generalization_local_bfs_dfs_001,no_imports,branching_2,True,true
core_v2_generalization_local_bfs_dfs_001|ollama__qwen3-coder__30b|branching_2|dfs|5|format_normalized,D,true,89bd7707c3c918e473ce478cf7af2e919e03a83d773dd237911149775e8c8701,ollama__qwen3-coder__30b,5,dfs,core_v2_generalization_local_bfs_dfs_001,format_normalized,branching_2,True,true
